evidence_id,title,filename,url,sha512,size_bytes
E014,"Notice to vacate - 1803/243 Franklin Street, Melbourne VIC 3000",Notice_to_vacate_1803_243_Franklin_Street_Melbourne_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Notice_to_vacate_1803_243_Franklin_Street_Melbourne_VIC_3000.html,f26bff8d0b41973f4e08f1ffbe671705358b9851a9913d56a7cc25dddf4a3141e3be1e18c9bb9f5a86a26f9297385f63515c83615021236358d620eec7ed3473,43747
E015,"PS628109B - R&M - Water Leak Lot 1803A - 243, 253 & 263 Franklin Street",PS628109B_R_M_Water_Leak_Lot_1803A_243_253_263_Franklin_Street.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/PS628109B_R_M_Water_Leak_Lot_1803A_243_253_263_Franklin_Street.html,29d5d6bb32a253c204b75c6d47a97bf2b878c9ff955b35c7d07a85e8ae2d658e7cf1ad62c2da55dde3e48ae82e8017329814a2c4d6bd964aa6c70ce95601979e,24798
E016,R202518589/00 - Summary of Proof,R202518589_00_Summary_of_Proof.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/R202518589_00_Summary_of_Proof.html,1513b95f901257d30f4dfbf31a7dad258b6afc13ca93dc541b95a7216b3061ef6bee5cc482ce5b537581bbd81358981c8b3bca382fd2444d4c4d1b7d14813561,150040
E017,"RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123",RDRV_Case_RT252398_33_Camberwell_Rd_Hawthorn_East_VIC_3123.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/RDRV_Case_RT252398_33_Camberwell_Rd_Hawthorn_East_VIC_3123.html,aba1524a55e9efe12ad691ad4303b9ea8597a9545f04eb5264fa75d4cf72d7e0d08c658bed38cd94296d5469900e04abdd38c3fd190e8e1d199066277d938ea7,340904
E018,"RDRV - Case RT252398 - 33 Camberwell Rd, Hawthorn East, VIC, 3123 CMS:0056400069",RDRV_Case_RT252398_33_Camberwell_Rd_Hawthorn_East_VIC_3123_CMS_0056400069.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/RDRV_Case_RT252398_33_Camberwell_Rd_Hawthorn_East_VIC_3123_CMS_0056400069.html,9762ae1a39c305ac0fbff74761ed916f720e2d558f07432046f829141f2c7402ef9c0cb5d66d56da7e42585ed3ac7604c6ebc6edc8d12fc20c9393e3078d1ef5,8770
E019,"RDRV Order RT2513372 at unit 1803/243 Franklin St, Melbourne, VIC, 3004 CMS:0014206719",RDRV_Order_RT2513372_at_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0014206719.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/RDRV_Order_RT2513372_at_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0014206719.html,4205da74622931b2341dc2be79f2db40aff7af351d73cf4e8ddd8ee0208ea15102a1a72179e2d1bdb0f6c7a0bf1eead4a7b7b1c4a92635e4f002f05c917ec707,21159815
E020,RDRV Order - RT252398 CMS:0014256123,RDRV_Order_RT252398_CMS_0014256123.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/RDRV_Order_RT252398_CMS_0014256123.html,d3d9ff13d4c323fab8711202044fbe6dd4cd838ba8ea4c2361688fc699a7ca345690bed8b439cf5434cb84c4a42c6088160e7a16a69ae90fb2a563324a81cc19,10786
E021,RT2513372 1803/243 Franklin st,RT2513372_1803_243_Franklin_st.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/RT2513372_1803_243_Franklin_st.html,d78c60edbe8e1ec3814eef43d12864a9eea2928c9ac947157d076bf92014219b5cd96446a41241201cdd6c90fd376601d3775f89f22ffa2518396d5003573497,13759
E022,RT2513372 Chawakorn Kamnuansil vs Ting Zhang - Hearing Readiness CMS:0053800898,RT2513372_Chawakorn_Kamnuansil_vs_Ting_Zhang_Hearing_Readiness_CMS_0053800898.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/RT2513372_Chawakorn_Kamnuansil_vs_Ting_Zhang_Hearing_Readiness_CMS_0053800898.html,bc863380d1385d91ba5d90f242a5e7e25dcd20a5051c858eede8c5c7a5aeca77fbba9c9f53b05c9cc50391ffb961df19e44c20852750c20e7917b01e944db37f,860330
E023,"RT2513372 Chawakorn Kamnuansil vs Ting Zhang - unit 1803/243 Franklin St, Melbourne, VIC, 3004 CMS:0053800826",RT2513372_Chawakorn_Kamnuansil_vs_Ting_Zhang_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0053800826.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/RT2513372_Chawakorn_Kamnuansil_vs_Ting_Zhang_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0053800826.html,ec0ff9ad797c7c25f9a902a35350f6a9d3185bf21d7c62d3ab1f8c60bb6b5e568c15ada8560510f5fbe14829ea8b48c871665f30f75cc9c99445a0e6e1324d03,13407
E024,"RT2513372 Chawakorn Kamnuansil vs Ting Zhang - unit 1803/243 Franklin St, Melbourne, VIC, 3004 CMS:0053800840",RT2513372_Chawakorn_Kamnuansil_vs_Ting_Zhang_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0053800840.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/RT2513372_Chawakorn_Kamnuansil_vs_Ting_Zhang_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0053800840.html,3acb17bae0e358e6b05fd24a6c02c09480546c0c6ca0032db7266bf98a686943442495bdf9799927e8712ac84866d6273467af425c6a06f55b152e45fdaf5853,11511
E025,"RT2513372 Chawakorn Kamnuansil vs Ting Zhang - unit 1803/243 Franklin St, Melbourne, VIC, 3004 CMS:0053800843",RT2513372_Chawakorn_Kamnuansil_vs_Ting_Zhang_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0053800843.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/RT2513372_Chawakorn_Kamnuansil_vs_Ting_Zhang_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0053800843.html,fe1f503e94d0329b4468df1a87bc81f3e7a14fad8d57070a81a22e3e06281ef410a490378159352d016630a615309139ffb269bd4ecae1ff449c0d9c3ff01de6,154294
E026,"Receipt 4298536587 for unit 1803/243 Franklin St, Melbourne, VIC, 3004 CMS:0014285671",Receipt_4298536587_for_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0014285671.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Receipt_4298536587_for_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0014285671.html,2e85b0e81b7f78dc5e3fb6adff464009213d38fabe3954574ef706b8b7ff1d6092232fe0c5bc4a1ae6d410324076a226f9cc9a0585a768ed3c721aa1232cf579,9124
E027,"Receipt of payment for 1803/243 Franklin St, Melbourne VIC 3000",Receipt_of_payment_for_1803_243_Franklin_St_Melbourne_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Receipt_of_payment_for_1803_243_Franklin_St_Melbourne_VIC_3000.html,afd4c53283940ea7d7eda34e3008f3f0866022b13f60aad6b94f9865638b96fa480b9b0d11240ecec67f6fea844fc0603f29fd2d05857067c404f389a689c878,52784
E028,"Receipt of payment for 1803/243 Franklin Street, Melbourne VIC 3000",Receipt_of_payment_for_1803_243_Franklin_Street_Melbourne_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Receipt_of_payment_for_1803_243_Franklin_Street_Melbourne_VIC_3000.html,23aa03e17eb5a89b8f74108a66ebe8d2534c9040bf4ee942a605370d8b76d33757bdbd49d35d023541687c9bfdce18755cbe0c5b233bb14ec0bb19b33a4c727c,121881
E029,Remediation Works – Start Date Confirmed,Remediation_Works_Start_Date_Confirmed.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Remediation_Works_Start_Date_Confirmed.html,cf5eed6d65f12ad7c3ac9b29e358114142488e794fb713a092570100027d5cd48a0abd8c40ef93e92dc9957431d4e0d4cb2585a49e8bce6206f80cba760bcfc7,24687
E030,Rent Adjustment – Request for Clarification and Meeting (12 June),Rent_Adjustment_Request_for_Clarification_and_Meeting_12_June.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Rent_Adjustment_Request_for_Clarification_and_Meeting_12_June.html,d61b676146325f5f819fb7b50730edc947658750b9f8fd8727a7cc2dbab007b359dee78ae8a8128e47ca02e48072a34778c9ca7440d0cd0b448d1c09d3930259,3475
E031,"Residential Tenancies Dispute Submission for RT2513372 at unit 1803/243 Franklin St, Melbourne, VIC, 3004 CMS:0014215482",Residential_Tenancies_Dispute_Submission_for_RT2513372_at_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0014215482.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Residential_Tenancies_Dispute_Submission_for_RT2513372_at_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0014215482.html,d546520cf84f707450cb0810b701f7dad1ba596257d5b6bb5a22a9a2ee507d657ebfcb66319d04a11851a920a7aff6266e54871619f683657fd06e3b3a6b21b4,17103
E032,Residential Tenancies Dispute Submission for RT252398 CMS:0014253156,Residential_Tenancies_Dispute_Submission_for_RT252398_CMS_0014253156.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Residential_Tenancies_Dispute_Submission_for_RT252398_CMS_0014253156.html,de88424791943ae5491d366fd07ae4351899e4280204bfa3c45b25aefe66795276a8a26fabbd3e3a5480bbdde794e55446f17cf19c66455890eaad918bbc33cf,16631
E033,"Residential Tenancies Request Confirmation for RT2513372 at unit 1803/243 Franklin St, Melbourne, VIC, 3004 CMS:0014207633",Residential_Tenancies_Request_Confirmation_for_RT2513372_at_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0014207633.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Residential_Tenancies_Request_Confirmation_for_RT2513372_at_unit_1803_243_Franklin_St_Melbourne_VIC_3004_CMS_0014207633.html,848d47e315a8d775daba206d9141e1556a37f14406ad223e8b9a5d9126586d6aa1377822e52d0f68813cd88fbb0cad0f5802252f3b89f17ce91824f266cad263,9395
E034,"Routine inspection for 1803/243 Franklin St, Melbourne VIC 3000 - Reminder",Routine_inspection_for_1803_243_Franklin_St_Melbourne_VIC_3000_Reminder.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Routine_inspection_for_1803_243_Franklin_St_Melbourne_VIC_3000_Reminder.html,02e3b21ad5c2196bc55acae99419fe726c8acc505aa49dc30ec7245e6c12c6b7d4e830d0313f470d422ad6a2ed65b30be76c6378f28088df4b0349532832bd10,26687
E035,"Routine inspection scheduled for 1803/243 Franklin St, Melbourne VIC 3000",Routine_inspection_scheduled_for_1803_243_Franklin_St_Melbourne_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Routine_inspection_scheduled_for_1803_243_Franklin_St_Melbourne_VIC_3000.html,c82f2a0f8ff5e01ee7bb50445bb3a9d733172febc6f5e776fa8e29122be3e83982f0f7344eaba4b32182fe9ab7d6bb5f386a829c9e2a9bb20e77c9ae6fa941a6,26685
E036,Second Follow-up: Urgent Water Damage Escalation – Immediate Action Required (Unit 1803),Second_Follow_up_Urgent_Water_Damage_Escalation_Immediate_Action_Required_Unit_1803.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Second_Follow_up_Urgent_Water_Damage_Escalation_Immediate_Action_Required_Unit_1803.html,ef95971fd3bd57de69880c808f2865b069a541cda68d8fe78026b98ede44736145170fc94f23047f299bc616d76c789fe123802fd1e3a08e1c1e5f9522a59e00,33235
E037,Update on Leak Inspection-1803/243 Franklin,Update_on_Leak_Inspection_1803_243_Franklin.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Update_on_Leak_Inspection_1803_243_Franklin.html,cbf1b204d51b980bd213f34d285d9187d2f06b5350e19950030dcb298b7003af667da76683c086899b8e31f8824271c64aa1b6151e594c8d3f644496ad3fceb7,26605
E038,Update on Leak Issue at 1803/ 243 Franklin,Update_on_Leak_Issue_at_1803_243_Franklin.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Update_on_Leak_Issue_at_1803_243_Franklin.html,3c58a66d03d1b57ebe986655729253439bbf7c36cccf93134f5d9b6aa844aa056c460ca5bbe4aec1d5fbb05e84219dd719af425ba1c9a70dfa662d176abaffe6,24547
E039,Update to RT252398 CMS:0014256122,Update_to_RT252398_CMS_0014256122.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Update_to_RT252398_CMS_0014256122.html,42e05f849687644464951fddc71adece4d3a39eeaa78017f6d6c2d917b2fd14d3d645ec2972dc90f21c0e16c699df8b0e91b074b4dddec479fb1732119de080c,6341
E040,"Urgent - Notice to vacate for rental arrears 1803/243 Franklin Street, Melbourne VIC 3000",Urgent_Notice_to_vacate_for_rental_arrears_1803_243_Franklin_Street_Melbourne_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Urgent_Notice_to_vacate_for_rental_arrears_1803_243_Franklin_Street_Melbourne_VIC_3000.html,31c0899523a1b78815c330c979323fc64b6abde278cf0bca99b1b948a54ba7a3250ed0f921adff23eada31a950c9dad2043bfa4019d5c74856cd1daa6bdf2a5a,31220
E041,Urgent: Water Damage on Bedroom Wall (Unit 1803),Urgent_Water_Damage_on_Bedroom_Wall_Unit_1803.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Urgent_Water_Damage_on_Bedroom_Wall_Unit_1803.html,a40e092ef16b8e88a839ee79900184b7073104fc5dfa1bcac6ee7a9df34e3e0ca3602a907c119c8be2ed09dd9c5b666becc6b76b1184733a8bfb48a350d121e6,26733
E042,"Urgent rental arrears notification for 1803/243 Franklin Street, Melbourne VIC 3000",Urgent_rental_arrears_notification_for_1803_243_Franklin_Street_Melbourne_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Urgent_rental_arrears_notification_for_1803_243_Franklin_Street_Melbourne_VIC_3000.html,2ae94b79852efa59405e8e7b3bc907539947f702c64a47840c0de1855c53140a7fd54df8df65225c27aa8505e06d88639ab7366e07cde5cd628bacb2fb58d955,20968
E043,VCAT Application – Possession of Property (Ref: R202518589/00),VCAT_Application_Possession_of_Property_Ref_R202518589_00.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/VCAT_Application_Possession_of_Property_Ref_R202518589_00.html,dbd6002607fd1642804634d82dec496cd3c89ecf79a8ffcb9018fd8db4b5ee3045b5c53d6b74cf745094ad7b1252816e0d10382108a6300871470811996861af,41742
E044,VCAT Application R202518214/00 – Challenge to Notice to Vacate,VCAT_Application_R202518214_00_Challenge_to_Notice_to_Vacate.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/VCAT_Application_R202518214_00_Challenge_to_Notice_to_Vacate.html,c28ec994b1a3dfc2480a70485016f7fce6b17c2ccfe3cdf186beed45ecc5716424d741ff8301ecf45945276a5b1b0e94888708ef4bc545bb2b6008b5dc876941,70254
E045,VCAT Residential Tenancies Hub - Please confirm your registration,VCAT_Residential_Tenancies_Hub_Please_confirm_your_registration.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/VCAT_Residential_Tenancies_Hub_Please_confirm_your_registration.html,892fc2e1c98db40a0888a5b05404d2ee1256160cf32de42e960c7a8d0da99ad2d6e4dc9c2a8cbe1da00107ea4b2d6e04c3ec81b1f6648ceca27e157e71e70507,2845
E046,"VCAT evidence link R202518589 about 1803/243 Franklin Street, MELBOURNE, VIC, 3000",VCAT_evidence_link_R202518589_about_1803_243_Franklin_Street_MELBOURNE_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/VCAT_evidence_link_R202518589_about_1803_243_Franklin_Street_MELBOURNE_VIC_3000.html,fac27046fa19c3cf97b06771ba81528d8eb7ed8effc6bb99492a7cd9685656502e5f0cb23ea782256c9fc85f278a4fa82e89e596c552c61a04ef43fdcaafc97b,4676
E047,"VCAT has opened a case R202518214/00 about 243 Franklin St, Unit1803, MELBOURNE, VIC, 3000",VCAT_has_opened_a_case_R202518214_00_about_243_Franklin_St_Unit1803_MELBOURNE_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/VCAT_has_opened_a_case_R202518214_00_about_243_Franklin_St_Unit1803_MELBOURNE_VIC_3000.html,5b53b9157b6ce8f6b0f4462c3fd2e3ba43370ef4c5921c2ca24f012c1877f9199ec21ee68a5f7ceb6afea813dd844402874e4600ab75a25113a8eaa7f0c8f1d1,44617
E048,"VCAT order made about R202518214/00 243 Franklin St, Unit1803, MELBOURNE, VIC, 3000",VCAT_order_made_about_R202518214_00_243_Franklin_St_Unit1803_MELBOURNE_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/VCAT_order_made_about_R202518214_00_243_Franklin_St_Unit1803_MELBOURNE_VIC_3000.html,062d940109aaf81e8f25dedb19d5b08107ea9fb37caffb7b74837bab3c8570895edb1f04f3bfc3192729c70da545c7a8cf1dd44ae378894e817ae396f9838468,34168
E049,"VCAT order made about R202518589/00 1803/243 Franklin Street, MELBOURNE, VIC, 3000",VCAT_order_made_about_R202518589_00_1803_243_Franklin_Street_MELBOURNE_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/VCAT_order_made_about_R202518589_00_1803_243_Franklin_Street_MELBOURNE_VIC_3000.html,db3a82e76a0fa90b870a013496439480ff3fc432c48930e5dbc1fbcaa4765b69bf6fe661e3567c63fb3c4011c13ae01f4b44ef29b9712f414996ab9fc594c75f,68059
E050,"Vacating instructions - 1803/243 Franklin Street, Melbourne VIC 3000",Vacating_instructions_1803_243_Franklin_Street_Melbourne_VIC_3000.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Vacating_instructions_1803_243_Franklin_Street_Melbourne_VIC_3000.html,f0126d6b273e5ce54ba285c03df6d927645c0c58c110178624ea6a7ada4a97d83bcc41af0f269719e92771da8211aad12e644d410217ee945068307728660332,24638
E051,Welcome to Areal Property – Your New Property Management Team,Welcome_to_Areal_Property_Your_New_Property_Management_Team.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Welcome_to_Areal_Property_Your_New_Property_Management_Team.html,5f3f7ce7edf983e7ed7e762c31bf2adc76f14b08e469b4d65a76e4ad6ec4586d9b9a351f5432acde982ddc8803592c62e6d826184006c8d129e23e4d32be5566,36292
E052,Without Prejudice — Franklin 1803: Settlement Terms (VCAT R2025/18589/00),Without_Prejudice_Franklin_1803_Settlement_Terms_VCAT_R2025_18589_00.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Without_Prejudice_Franklin_1803_Settlement_Terms_VCAT_R2025_18589_00.html,aa35f00eeb4b3db0e19de37a3a3d2e7bd81417a471ffc9be54809b32ecdce9d7d6e9c9d1bf382dc0532e3f14f6614cac5417b77fec45922cc5f7b692080534f1,46791
E053,Your VCAT application: more information needed- VCAT reference: R202518214,Your_VCAT_application_more_information_needed_VCAT_reference_R202518214.html,https://ck999kk.github.io/rt2513372-public-evidence-v1/html/Your_VCAT_application_more_information_needed_VCAT_reference_R202518214.html,bc9e62586630ecaba21f80b0f55ea965b3a18a756b1489313e7b872cdc7d0b56cba14968dbea81c0e05bf506f64899a0841eda47d8d9ec8bf972987187349ae1,45532
